title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
The Trapped 13: How We Survived The Thai Cave,['Documentary'],2022.0,0.63,thai,Pailin Wedel,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.",https://image.tmdb.org/t/p/w500/jQb1UjOdc2DsU4SqDebrVH8dHvC.jpg,https://www.youtube.com/watch?v=VX-K0ipfPhU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insidious,"['Horror', 'Thriller']",2011.0,0.6945000000000001,"medium, evil spirit, house warming, aftercreditsstinger, insidious, supernatural power, distressing",James Wan,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",https://image.tmdb.org/t/p/w500/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,https://www.youtube.com/watch?v=62rpZcMYa0A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Turbo,"['Animation', 'Family']",2013.0,0.6222000000000001,"underdog, dream, car race, speed, villain, fast, anthropomorphism, friends, super power, racer, snail",David Soren,The tale of an ordinary garden snail who dreams of winning the Indy 500.,https://image.tmdb.org/t/p/w500/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,https://www.youtube.com/watch?v=VlRtm8Gh9PQ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Breathe,"['Action', 'Science Fiction', 'Mystery', 'Thriller']",2024.0,0.54,"air supply, last human, uninhabitable, oxygen depletion, survivors",Stefon Bristol,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",https://image.tmdb.org/t/p/w500/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg,https://www.youtube.com/watch?v=JENDBXIfWWM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Finding Dory,"['Adventure', 'Animation', 'Comedy', 'Family']",2016.0,0.7040000000000001,"fish, amnesia, octopus, sequel, anthropomorphism, underwater, aftercreditsstinger, clownfish",Andrew Stanton,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,https://image.tmdb.org/t/p/w500/yFjVlsJmEMacU0BNUwdGZlo2ixq.jpg,https://www.youtube.com/watch?v=NQu-153MnGQ,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad,"['Crime', 'Drama', 'Action', 'Thriller']",2013.0,0.6363000000000001,"gangster, los angeles, california, 1940s, griffith observatory, dramatic, tense, witty",Ruben Fleischer,Unknown,https://image.tmdb.org/t/p/w500/1eW9kFSuTQfyMvZKtxlnwKRBvI.jpg,https://www.youtube.com/watch?v=LlbN5cQKZik,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Chicken Little,"['Animation', 'Family', 'Comedy']",2005.0,0.5900000000000001,"fish, small town, space marine, superhero, chicken, cartoon, alien, computer animation, best friend, alien invasion, animals, duringcreditsstinger, spaceship, talking animal, 3d animation",Mark Dindal,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",https://image.tmdb.org/t/p/w500/87FpA4b90eTaw3U6zmCNikoPLir.jpg,https://www.youtube.com/watch?v=VUBFCaWiQ28,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La nipote,['Comedy'],1974.0,0.5599999999999999,Unknown,Nello Rossati,"The summer vacation of a young beautiful girl, at her uncle's country villa.",https://image.tmdb.org/t/p/w500/cpGdO3aGbDDxJICQ2vD5bUfb3qO.jpg,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky IV,['Drama'],1985.0,0.7085,"dying and death, friendship, transporter, sports, loss of loved one, cold war, soviet union, boxer, kgb, training, victory, matter of life and death, loss of powers, revenge, siberia, christmas, boxing, powerful",Sylvester Stallone,"After Apollo Creed is killed by Ivan Drago in a match, Rocky Balboa becomes depressed and becomes determined to get revenge.",https://image.tmdb.org/t/p/w500/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,https://www.youtube.com/watch?v=kp1e9ReSD0E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roald Dahl's The Witches,"['Family', 'Comedy', 'Fantasy']",2020.0,0.6378,"hotel, witch, based on novel or book, mouse, transformation, orphan, based on children's book, talking animal",Robert Zemeckis,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",https://image.tmdb.org/t/p/w500/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,https://www.youtube.com/watch?v=9nlhmJF5FNI,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13 Minutes,"['Action', 'Drama', 'Thriller']",2021.0,0.5900000000000001,"rescue, pregnancy, tornado, natural disaster, destruction, lgbt, bad weather, gay theme",Lindsay Gossling,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",https://image.tmdb.org/t/p/w500/oKng4fEr4QgS869UuWLSjAsR2rz.jpg,https://www.youtube.com/watch?v=YiEFZLRyRQo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mala Persona,['Comedy'],2024.0,0.51,Unknown,Fernando García-Ruiz Rubio,"Pepe is the best person in the world, until he discovers that he has a terminal illness and has months to live. To avoid suffering for his loved ones, Pepe decides to become the worst person in the world and thus keep them away from him so that they don't miss him when he dies.",https://image.tmdb.org/t/p/w500/eN0mKvsil3HMcusKp00xWacBFxK.jpg,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ri¢hie Ri¢h,"['Comedy', 'Family']",1994.0,0.5923,"wealthy, billionaire, family, richie rich",Donald Petrie,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",https://image.tmdb.org/t/p/w500/qgGh5d0IHAZRlHIdFS3XWVygumR.jpg,https://www.youtube.com/watch?v=Yddr5thpDTE,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Naked Gun 33⅓: The Final Insult,"['Comedy', 'Crime']",1994.0,0.6480000000000001,Unknown,Peter Segal,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",https://image.tmdb.org/t/p/w500/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,https://www.youtube.com/watch?v=WQ3p19A1mbw,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Porn Ends,['Documentary'],2012.0,0.5650000000000001,Unknown,Bryce Wagoner,"Documentary examining what happens to some of the biggest names in the history of the adult entertainment industry after they leave the business and try and live ""normal"" lives.",https://image.tmdb.org/t/p/w500/aPerSjt4viv7Ik8OEHL83AbrH6R.jpg,https://www.youtube.com/watch?v=NV5lSmDWk24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Omen,"['Horror', 'Mystery', 'Thriller']",2006.0,0.5599999999999999,"ambassador, parent child relationship, prophecy, monk, photography, nanny, animal attack, pentagram, devil's son, birthmark, omen, remake, murder, hospital, cowardliness, church, demon, death, archaeologist, catholicism, catholic priest, horror remake",John Moore,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,https://image.tmdb.org/t/p/w500/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,https://www.youtube.com/watch?v=Eo38zL1kLko,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
47 Ronin,"['Drama', 'Action', 'Fantasy']",2013.0,0.6200000000000001,"suicide, japan, samurai, based on true story, revenge, samurai sword, ronin, shogun, half breed",Carl Rinsch,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",https://image.tmdb.org/t/p/w500/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,https://www.youtube.com/watch?v=DEoDulGTElE,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']",2002.0,0.7468,"sniper, assassin, amnesia, paris, france, based on novel or book, escape, barcelona, spain, secret identity, passport, mission of murder, lovers, flashback, shootout, foot chase, cell phone, multiple identities, surveillance camera, hamburg, germany, fishing boat, langley virginia, safe deposit box, hand to hand combat, action hero, bourne, jason bourne, intense, powerful",Doug Liman,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",https://image.tmdb.org/t/p/w500/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,https://www.youtube.com/watch?v=PGKK5wACwrU,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Robin Hood: Prince of Thieves,"['Action', 'Adventure', 'Drama']",1991.0,0.6856,"england, crusade, folk hero, archer, sherwood forest, thief, nottingham, bow and arrow, friar, 12th century, the crusades, living in the woods, helping the poor",Kevin Reynolds,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.",https://image.tmdb.org/t/p/w500/hbRnWUNJkKKVN5mkcuC5ooqjE4e.jpg,https://www.youtube.com/watch?v=DJSsMR5NUuc,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Birds Movie 2,"['Animation', 'Action', 'Fantasy', 'Adventure', 'Comedy']",2019.0,0.71,"island, rivalry, sequel, family, animal kingdom, cliché",Thurop Van Orman,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",https://image.tmdb.org/t/p/w500/fKk4bfnouKEY5iPzYDMcVmtgDEy.jpg,https://www.youtube.com/watch?v=RDj8Y2K0ODA,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",1999.0,0.7955000000000001,"dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child",M. Night Shyamalan,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",https://image.tmdb.org/t/p/w500/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,https://www.youtube.com/watch?v=VG9AGf66tXM,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Teddy's Christmas,"['Family', 'Adventure', 'Fantasy']",2022.0,0.71,"teddy bear, woman director, christmas",Andrea Eckerbom,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find the adorable bear that captured her heart.",https://image.tmdb.org/t/p/w500/jEf96axaZhZQEu9ORVtEujBTG9p.jpg,https://www.youtube.com/watch?v=8k0zitO8g-c,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Straight,['Romance'],2024.0,0.6000000000000001,lgbt,Marcelo Tobar,"Ro is an investment banker who likes beer, sports, and his girlfriend Elia… and he also likes Cris.",https://image.tmdb.org/t/p/w500/mJqf675Rjx12lazC7uGTd963u4q.jpg,https://www.youtube.com/watch?v=bd8jBt4cP28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tomorrowland,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",2015.0,0.63,"inventor, apocalypse, destiny, dreamer, futuristic car, futuristic city",Brad Bird,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",https://image.tmdb.org/t/p/w500/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Allegiant,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",2016.0,0.6102000000000001,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",Robert Schwentke,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,https://image.tmdb.org/t/p/w500/ijpRQOwZzGy0vb3Uqmk2Naug1C0.jpg,https://www.youtube.com/watch?v=ESJBomF-9Y8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Autopsy of Jane Doe,"['Horror', 'Mystery']",2016.0,0.6803,"parent child relationship, supernatural, crematorium, autopsy, morgue, murder, bell, corpse, thunderstorm, coroner, pathologist, autopsy room, elevator, cause of death, ax",André Øvredal,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",https://image.tmdb.org/t/p/w500/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg,https://www.youtube.com/watch?v=BNxsaFCzqxc,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Gentlemen,"['Action', 'Crime', 'Comedy']",2020.0,0.77,"london, england, robbery, businessman, dark comedy, betrayal, marijuana, business, jewish american, gunfight, brutality, american abroad, irishman, scheme, playful, gangsters, casual",Guy Ritchie,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",https://image.tmdb.org/t/p/w500/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,https://www.youtube.com/watch?v=KlXsguV9g0E,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Man,"['Crime', 'Drama', 'Thriller']",2006.0,0.7398,"new york city, nazi, court case, kidnapping, hostage, bank, bank manager, ultimatum, heist, anti-semitism, police detective, bank robbery, hostage situation, financial transactions, bank vault, dark past, manhattan, new york city, secret past, crooked banker, secret, public figure",Spike Lee,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",https://image.tmdb.org/t/p/w500/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,https://www.youtube.com/watch?v=FSH-dbbiroI,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Jason Bourne,"['Action', 'Thriller']",2016.0,0.6354000000000001,"assassin, central intelligence agency (cia), amnesia, casino, chase, greece, flashback, hacking, las vegas, black ops, rogue agent, armored vehicle, reykjavík, iceland, hdd",Paul Greengrass,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,https://image.tmdb.org/t/p/w500/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,https://www.youtube.com/watch?v=F4gJsKZvqE4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saw VI,"['Horror', 'Thriller']",2009.0,0.6292,"sacrifice, sadism, fbi, apprentice, murder, torture, killer, agent, death, survival horror, death match, aftercreditsstinger, mind game, healthcare, death game, foreboding",Kevin Greutert,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",https://image.tmdb.org/t/p/w500/9JtluosCbioSXJSABZByaODyPpa.jpg,https://www.youtube.com/watch?v=MW8BaH-w7-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Sweet Release,['Drama'],2024.0,0.39,Unknown,Pancho Maniquis,Unknown,https://image.tmdb.org/t/p/w500/blp7kKUbGSNPJyYYHalYEL4n7t1.jpg,https://www.youtube.com/watch?v=Xuc8kBsQUKI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Pi,"['Adventure', 'Drama']",2012.0,0.7404000000000001,"sea, faith, loss of loved one, 1970s, zebra, survival, young boy, zookeeper, orangutan, teenage boy, hyena, meerkat, magic realism, cargo ship, lifeboat, injured animal, storm at sea, told in flashback, wreckage, loss of family, teenage protagonist, family loss, flying fish, vibrant",Ang Lee,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",https://image.tmdb.org/t/p/w500/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,https://www.youtube.com/watch?v=j9Hjrs6WQ8M,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Female War: A Nasty Deal,"['Drama', 'Romance']",2015.0,0.55,Unknown,No Zin-soo,Painter Ha-rim became blind due to an unfortunate accident. His wife Sun-yeong searches far and low for a cornea donor until she meets terminal cancer patient Dae-geun. These two make a startling and dangerous deal for Ha-rim's cornea.,https://image.tmdb.org/t/p/w500/2xUNRZwprvVwfx12WR1rRXoohSi.jpg,https://www.youtube.com/watch?v=TXHa7NjCjJc,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Rambo III,"['Action', 'Adventure', 'Thriller', 'War']",1988.0,0.6200000000000001,"submachine gun, competition, machinegun, liberation, soviet union, soviet military, thailand, freedom fighter, afghanistan, war on freedom, mujahid, hard",Peter MacDonald,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",https://image.tmdb.org/t/p/w500/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg,https://www.youtube.com/watch?v=SMLUwNSVX5Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Town,"['Crime', 'Drama', 'Thriller']",2010.0,0.7218,"drug dealer, based on novel or book, ambulance, boston, massachusetts, money laundering, irish-american, bank manager, massachusetts, florist, flower shop, stolen money, hold-up robbery, volunteer, heist, friends, boston garden, shootout, police chase, best friend, bank robbery, car fire, fenway park, criminal gang, desperate, fbi agent, violence",Ben Affleck,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",https://image.tmdb.org/t/p/w500/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,https://www.youtube.com/watch?v=uAjECYnrYks,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
A Fistful of Dollars,['Western'],1964.0,0.7841,"gunslinger, based on novel or book, hostility, greed, gang war, remake, murder, gun battle, spaghetti western, middleman, rivals, gun death, pitting ones enemy's against each other",Sergio Leone,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",https://image.tmdb.org/t/p/w500/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,https://www.youtube.com/watch?v=aEkjT5A9iKc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sree Hari Hara Sudhan Swami Ayyappan,"['Animation', 'Drama', 'History']",2017.0,0.9,"hinduism, devotional",Unknown,Sree Hari Hara Sudhan Swami Ayyappan Movie is Fully 3D Animated Devotional Story of Lord Ayyappan.,https://image.tmdb.org/t/p/w500/fwSLPwvhd5Gdal6bH7a8LHH8NXW.jpg,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9 Songs,"['Drama', 'Music', 'Romance']",2004.0,0.5608,Unknown,Michael Winterbottom,Unknown,https://image.tmdb.org/t/p/w500/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,https://www.youtube.com/watch?v=N1HWcofsxJk,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Henry Danger: The Movie,"['Adventure', 'Action', 'Comedy', 'Family', 'Science Fiction']",2025.0,0.0,Unknown,Joe Menendez,"Henry Hart has been serving as the city of Dystopia's local hero after leaving behind his Swellview days. Just as the trappings of fame begin to weigh on him, a transformative twist unfolds with the introduction of Missy Martin, a dedicated superfan who unexpectedly turns his world upside down.",https://image.tmdb.org/t/p/w500/3VbIUDyObicDaRKAA1qpI0QdtVU.jpg,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Salmon Fishing in the Yemen,"['Drama', 'Romance', 'Comedy']",2012.0,0.6431,"husband wife relationship, bureaucracy, desert, salmon, arab, yemen, missing in action, flood, dreamer, public relations",Lasse Hallström,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,https://image.tmdb.org/t/p/w500/tSmZAKh1H80AGERgMOvXAWTwbVQ.jpg,https://www.youtube.com/watch?v=LqzwMX3ftLI,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Last Witch Hunter,"['Fantasy', 'Action', 'Adventure', 'Horror']",2015.0,0.6000000000000001,"witch, new york city, magic, superstition, black magic, man, aircraft, woman murder, witch hunter",Breck Eisner,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",https://image.tmdb.org/t/p/w500/qXvOpA2nhK5HQ6I95sN3nnMtfjH.jpg,https://www.youtube.com/watch?v=QJDRdGxGw8U,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hocus Pocus,"['Fantasy', 'Comedy', 'Family']",1993.0,0.7000000000000001,"witch, virgin, sibling relationship, magic, halloween, undead, resurrection, potion, salem, massachusetts, trick or treating, spellcasting, talking cat, time skip, grimoire",Kenny Ortega,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",https://image.tmdb.org/t/p/w500/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,https://www.youtube.com/watch?v=OFm_2RyxXjQ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
American Reunion,['Comedy'],2012.0,0.63,"husband wife relationship, sequel, family reunion, masturbation, scat, high school reunion, nostalgic, quitting a job, milf, duringcreditsstinger, amused",Jon Hurwitz,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",https://image.tmdb.org/t/p/w500/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg,https://www.youtube.com/watch?v=1akixU65dDY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oz the Great and Powerful,"['Fantasy', 'Adventure', 'Family']",2013.0,0.592,"witch, based on novel or book, magic, circus, hope, illusion, con artist, fantasy world, magic trick, wizard, based on young adult novel, oz",Sam Raimi,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,https://www.youtube.com/watch?v=DylgNj4YQVc,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 2,"['Action', 'Comedy', 'Crime']",2001.0,0.6743000000000001,"martial arts, los angeles, california, criminal investigation, interracial friendship, buddy cop, duringcreditsstinger, action hero, good versus evil",Brett Ratner,Unknown,https://image.tmdb.org/t/p/w500/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,https://www.youtube.com/watch?v=SCTzYY95Aw4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swingers ZwingerZ,"['Documentary', 'Romance', 'Drama']",2022.0,0.2,"swinger club, swinger, zwingerz, parejas liberales, intercambio de pareja",zwingerz.com,Unknown,https://image.tmdb.org/t/p/w500/lemo5hfG4w7Sm9mKjiIGmJ3hkYB.jpg,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Kissing Booth 2,"['Comedy', 'Romance']",2020.0,0.76,Unknown,Vince Marcello,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",https://image.tmdb.org/t/p/w500/mb7wQv0adK3kjOUr9n93mANHhPJ.jpg,https://www.youtube.com/watch?v=fjVonI2oVeM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Uranus 2324,"['Romance', 'Drama', 'Science Fiction']",2024.0,0.63,"galaxy, space, planet, lesbian, girls love, science fiction",Thanadol Nuansut,"Love and Farewell intertwine in the tale of two souls, Kath and Lin, who are destined to be apart. As Kath descends into the ocean's depths, Lin faces a solar storm in the vastness of space. Their struggles are immense, yet they bring them together in the multiverse. Despite their meetings, happiness eludes them. Every world they encounter presents new barriers, leading to separation, loss, and heartbreak. Continually wounded by fate, they are challenged to overcome their destined separation. Can they defy fate, find true love, and finally live happily together?",https://image.tmdb.org/t/p/w500/zTD9HytRG1nfP5pdOAYmPyXj05d.jpg,https://www.youtube.com/watch?v=x8Fd8qMbqw4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",1993.0,0.6400000000000001,"martial arts, showdown, psychopath, new orleans, louisiana, mercenary, hunting human beings, fistfight, money, organized crime, drifter, one man army, union, one against many, sailor, warrior, human prey, action hero, manhunt",John Woo,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",https://image.tmdb.org/t/p/w500/kufvuQYWdl82sYzmhy2naBLyMui.jpg,https://www.youtube.com/watch?v=-pzx4IeYYFg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
